Chr	habitat	winID	start	end	winCenter	mean	max	n	num_gt_thresh	gt_frac	score_outlier	gtprop_outlier	is_outlier
1	Rural	35	1700000	1750000	1725000	1.71488750702128	6.28873	94	30	0.319148936170213	1	1	1
1	Rural	135	6700000	6750000	6725000	1.70641741176471	4.74553	34	12	0.352941176470588	1	1	1
1	Rural	180	8950000	9000000	8975000	1.72905112534591	4.54811	159	53	0.333333333333333	1	1	1
1	Rural	181	9000000	9050000	9025000	1.92169707068063	5.55726	191	82	0.429319371727749	1	1	1
1	Rural	1007	50300000	50350000	50325000	1.36495548175182	3.56648	137	51	0.372262773722628	1	1	1
1	Rural	1010	50450000	50500000	50475000	1.57150360864198	5.46955	162	49	0.302469135802469	1	1	1
1	Rural	1012	50550000	50600000	50575000	1.4400890605042	3.36873	119	41	0.34453781512605	1	1	1
1	Rural	1326	66250000	66300000	66275000	1.64438964712766	4.5434	94	27	0.287234042553192	1	1	1
2	Rural	496	24750000	24800000	24775000	1.6441001989916	4.89116	119	39	0.327731092436975	1	1	1
2	Rural	688	34350000	34400000	34375000	1.79826913692308	5.03384	65	24	0.369230769230769	1	1	1
2	Rural	1291	64500000	64550000	64525000	1.53631558974359	3.37942	78	23	0.294871794871795	1	1	1
3	Rural	214	10650000	10700000	10675000	1.62520053809524	3.28096	42	14	0.333333333333333	1	1	1
3	Rural	300	14950000	15000000	14975000	1.65760293589744	2.87894	78	27	0.346153846153846	1	1	1
3	Rural	308	15350000	15400000	15375000	1.5861941	3.4811	63	22	0.349206349206349	1	1	1
3	Rural	314	15650000	15700000	15675000	2.12695594285714	5.8824	35	16	0.457142857142857	1	1	1
3	Rural	527	26300000	26350000	26325000	1.36391043530612	3.92579	49	13	0.26530612244898	1	1	1
3	Rural	621	31000000	31050000	31025000	1.38737253069307	4.62828	101	38	0.376237623762376	1	1	1
3	Rural	1087	54300000	54350000	54325000	1.35929038695652	3.47658	92	27	0.293478260869565	1	1	1
4	Rural	11	500000	550000	525000	1.57642436023923	5.35259	209	57	0.272727272727273	1	1	1
4	Rural	155	7700000	7750000	7725000	1.40036646268293	5.5617	123	38	0.308943089430894	1	1	1
4	Rural	174	8650000	8700000	8675000	1.58716787919298	3.73455	171	54	0.315789473684211	1	1	1
4	Rural	246	12250000	12300000	12275000	1.39990828988235	5.10653	170	44	0.258823529411765	1	1	1
4	Rural	286	14250000	14300000	14275000	1.46783307206897	4.50532	145	43	0.296551724137931	1	1	1
4	Rural	455	22700000	22750000	22725000	1.5658656056338	4.39856	71	20	0.28169014084507	1	1	1
4	Rural	568	28350000	28400000	28375000	1.92981646311594	5.72725	276	120	0.434782608695652	1	1	1
4	Rural	901	45000000	45050000	45025000	1.51089929821429	5.1333	56	18	0.321428571428571	1	1	1
5	Rural	304	15150000	15200000	15175000	1.78852760940171	5.59858	117	46	0.393162393162393	1	1	1
5	Rural	495	24700000	24750000	24725000	1.89918675117647	6.55728	102	40	0.392156862745098	1	1	1
5	Rural	600	29950000	30000000	29975000	1.36165792726667	4.27532	150	46	0.306666666666667	1	1	1
5	Rural	934	46650000	46700000	46675000	1.36347037403846	5.31341	104	28	0.269230769230769	1	1	1
5	Rural	940	46950000	47000000	46975000	1.59408721976744	3.33789	86	33	0.383720930232558	1	1	1
5	Rural	997	49800000	49850000	49825000	1.46637097920792	3.78266	101	36	0.356435643564356	1	1	1
5	Rural	1014	50650000	50700000	50675000	1.546234925	4.13091	32	9	0.28125	1	1	1
6	Rural	116	5750000	5800000	5775000	1.382647674	4.20107	50	14	0.28	1	1	1
6	Rural	454	22650000	22700000	22675000	1.45170612091503	3.41173	153	47	0.30718954248366	1	1	1
6	Rural	1079	53900000	53950000	53925000	1.35151628507463	3.99514	67	20	0.298507462686567	1	1	1
7	Rural	140	6950000	7000000	6975000	1.61999062723577	4.91038	123	39	0.317073170731707	1	1	1
7	Rural	142	7050000	7100000	7075000	1.53796033274336	3.02184	113	36	0.31858407079646	1	1	1
7	Rural	143	7100000	7150000	7125000	2.08721664583333	4.76616	144	76	0.527777777777778	1	1	1
7	Rural	148	7350000	7400000	7375000	1.76781944343434	5.86398	99	37	0.373737373737374	1	1	1
7	Rural	151	7500000	7550000	7525000	1.5459428760479	4.78802	167	51	0.305389221556886	1	1	1
7	Rural	176	8750000	8800000	8775000	1.40423421764706	3.83138	102	30	0.294117647058824	1	1	1
7	Rural	230	11450000	11500000	11475000	1.40860398417266	4.22228	139	38	0.273381294964029	1	1	1
7	Rural	573	28600000	28650000	28625000	1.51918052	3.84598	25	8	0.32	1	1	1
7	Rural	782	39050000	39100000	39075000	1.43794181960784	3.02067	102	31	0.303921568627451	1	1	1
7	Rural	901	45000000	45050000	45025000	1.35052392751073	4.56157	233	59	0.253218884120172	1	1	1
7	Rural	1050	52450000	52500000	52475000	1.40250430545455	4.02918	55	19	0.345454545454545	1	1	1
7	Rural	1156	57750000	57800000	57775000	1.64720935591398	3.79037	186	59	0.317204301075269	1	1	1
7	Rural	1157	57800000	57850000	57825000	2.50938154022989	4.802	87	56	0.64367816091954	1	1	1
7	Rural	1159	57900000	57950000	57925000	2.00582258139535	3.78793	43	20	0.465116279069767	1	1	1
8	Rural	372	18550000	18600000	18575000	1.49284078790323	5.876	124	35	0.282258064516129	1	1	1
8	Rural	461	23000000	23050000	23025000	1.50535157631579	3.54057	38	13	0.342105263157895	1	1	1
8	Rural	606	30250000	30300000	30275000	1.49261262628421	4.56835	285	86	0.301754385964912	1	1	1
8	Rural	624	31150000	31200000	31175000	1.48548074230769	4.08278	39	10	0.256410256410256	1	1	1
