Chr	habitat	winID	start	end	winCenter	mean	max	n	num_gt_thresh	gt_frac	score_outlier	gtprop_outlier	is_outlier
1	Rural	51	2500000	2550000	2525000	3.59091450793651	13.7547	63	41	0.650793650793651	1	1	1
1	Rural	59	2900000	2950000	2925000	3.51450877	16.4864	40	20	0.5	1	1	1
1	Rural	63	3100000	3150000	3125000	3.82710776	18.4318	50	30	0.6	1	1	1
1	Rural	64	3150000	3200000	3175000	6.75744939393939	21.0333	33	31	0.939393939393939	1	1	1
1	Rural	65	3200000	3250000	3225000	3.78861472380952	14.266	42	29	0.69047619047619	1	1	1
1	Rural	68	3350000	3400000	3375000	3.23918060869565	18.6752	69	46	0.666666666666667	1	1	1
1	Rural	69	3400000	3450000	3425000	4.93371791833333	18.2606	60	41	0.683333333333333	1	1	1
1	Rural	70	3450000	3500000	3475000	4.67436208333333	12.5797	48	46	0.958333333333333	1	1	1
1	Rural	74	3650000	3700000	3675000	3.55984130806452	11.8925	62	40	0.645161290322581	1	1	1
1	Rural	75	3700000	3750000	3725000	4.63240005475	15.18	40	26	0.65	1	1	1
1	Rural	85	4200000	4250000	4225000	4.12189636081081	15.1426	74	46	0.621621621621622	1	1	1
1	Rural	87	4300000	4350000	4325000	5.30234995714286	17.5428	35	21	0.6	1	1	1
1	Rural	92	4550000	4600000	4575000	4.77645719354839	12.2146	31	28	0.903225806451613	1	1	1
1	Rural	94	4650000	4700000	4675000	5.071	18.1692	50	45	0.9	1	1	1
1	Rural	120	5950000	6000000	5975000	3.31595524137931	13.2176	29	17	0.586206896551724	1	1	1
1	Rural	135	6700000	6750000	6725000	4.45384088235294	9.8699	34	30	0.882352941176471	1	1	1
3	Rural	11	500000	550000	525000	3.10481340677966	13.2216	59	32	0.542372881355932	1	1	1
3	Rural	18	850000	900000	875000	3.30375688372093	14.0389	43	35	0.813953488372093	1	1	1
3	Rural	97	4800000	4850000	4825000	3.16873733333333	8.2154	27	21	0.777777777777778	1	1	1
3	Rural	1019	50900000	50950000	50925000	3.3386605	7.86711	30	20	0.666666666666667	1	1	1
5	Rural	2	50000	100000	75000	9.72256826666667	36.0436	75	74	0.986666666666667	1	1	1
5	Rural	3	100000	150000	125000	14.0843628139535	48.9409	43	35	0.813953488372093	1	1	1
5	Rural	4	150000	200000	175000	3.45867032910053	18.5779	189	98	0.518518518518518	1	1	1
5	Rural	5	200000	250000	225000	4.82782469127152	31.3336	151	93	0.615894039735099	1	1	1
5	Rural	6	250000	300000	275000	4.71331547066667	26.5092	150	96	0.64	1	1	1
5	Rural	7	300000	350000	325000	8.56559916210526	39.5321	95	63	0.663157894736842	1	1	1
5	Rural	8	350000	400000	375000	3.62399669662921	18.1497	178	90	0.50561797752809	1	1	1
5	Rural	9	400000	450000	425000	6.02602125806452	25.0858	93	73	0.78494623655914	1	1	1
5	Rural	10	450000	500000	475000	8.0003582060241	37.4587	83	65	0.783132530120482	1	1	1
5	Rural	11	500000	550000	525000	6.56354042735043	20.4771	117	89	0.760683760683761	1	1	1
5	Rural	12	550000	600000	575000	3.43911478385093	16.9804	161	82	0.509316770186335	1	1	1
5	Rural	15	700000	750000	725000	10.1938491142857	39.195	49	39	0.795918367346939	1	1	1
5	Rural	16	750000	800000	775000	3.88069046450549	14.641	91	52	0.571428571428571	1	1	1
5	Rural	21	1000000	1050000	1025000	5.25167371875	21.6465	64	35	0.546875	1	1	1
5	Rural	27	1300000	1350000	1325000	3.94802135	15.6313	98	57	0.581632653061224	1	1	1
5	Rural	28	1350000	1400000	1375000	8.8576703030303	22.9356	33	32	0.96969696969697	1	1	1
5	Rural	186	9250000	9300000	9275000	5.45319707073171	21.8798	41	22	0.536585365853659	1	1	1
5	Rural	193	9600000	9650000	9625000	3.775993075	13.059	40	23	0.575	1	1	1
5	Rural	195	9700000	9750000	9725000	4.1594708	11.7107	58	48	0.827586206896552	1	1	1
7	Rural	2	50000	100000	75000	6.50003537272727	24.2626	33	20	0.606060606060606	1	1	1
7	Rural	5	200000	250000	225000	5.12910120833333	31.7105	72	45	0.625	1	1	1
7	Rural	6	250000	300000	275000	6.10862748780488	16.4941	41	34	0.829268292682927	1	1	1
7	Rural	9	400000	450000	425000	4.666900875	12.8181	56	46	0.821428571428571	1	1	1
7	Rural	10	450000	500000	475000	6.59045252571429	22.8808	35	26	0.742857142857143	1	1	1
7	Rural	12	550000	600000	575000	6.24468661111111	21.7916	36	23	0.638888888888889	1	1	1
7	Rural	13	600000	650000	625000	6.16127152083333	17.6878	48	34	0.708333333333333	1	1	1
7	Rural	17	800000	850000	825000	4.67512073076923	22.9252	26	15	0.576923076923077	1	1	1
7	Rural	24	1150000	1200000	1175000	3.54552998735632	20.8587	87	61	0.701149425287356	1	1	1
7	Rural	25	1200000	1250000	1225000	3.7024069047619	23.2842	84	43	0.511904761904762	1	1	1
7	Rural	26	1250000	1300000	1275000	4.34300976296296	19.6889	54	42	0.777777777777778	1	1	1
7	Rural	27	1300000	1350000	1325000	3.21866933163265	24.5864	98	59	0.602040816326531	1	1	1
7	Rural	950	47450000	47500000	47475000	3.34062512978723	14.6529	47	24	0.51063829787234	1	1	1
7	Rural	957	47800000	47850000	47825000	3.16461814814815	7.33696	27	17	0.62962962962963	1	1	1
7	Rural	1133	56600000	56650000	56625000	3.25893047619048	9.58828	42	42	1	1	1	1
7	Rural	1134	56650000	56700000	56675000	3.55611233333333	9.22787	30	30	1	1	1	1
