Chr	start	end	direction	gene_id	gene_symbol	product
Chr04_Occ	7355352	7605352	Rural sel	7357456	7357935	ACLI19_g30729
Chr04_Occ	7355352	7605352	Rural sel	7376056	7378686	ACLI19_g30731
Chr04_Occ	7355352	7605352	Rural sel	7381676	7388706	ACLI19_g30732
Chr04_Occ	7355352	7605352	Rural sel	7393428	7396458	ACLI19_g30733
Chr04_Occ	7355352	7605352	Rural sel	7409727	7412657	ACLI19_g30734
Chr04_Occ	7355352	7605352	Rural sel	7423537	7426633	ACLI19_g30735
Chr04_Occ	7355352	7605352	Rural sel	7459961	7461232	ACLI19_g30738
Chr04_Occ	7355352	7605352	Rural sel	7481043	7487198	ACLI19_g30739
Chr04_Occ	7355352	7605352	Rural sel	7487829	7489953	ACLI19_g30740
Chr04_Occ	7355352	7605352	Rural sel	7491160	7498568	ACLI19_g30741
Chr04_Occ	7355352	7605352	Rural sel	7515668	7516679	ACLI19_g30742
Chr04_Occ	7355352	7605352	Rural sel	7520676	7520972	ACLI19_g30743
Chr04_Occ	7355352	7605352	Rural sel	7523133	7524787	ACLI19_g30744
Chr04_Occ	7355352	7605352	Rural sel	7528166	7530802	ACLI19_g30745
Chr04_Occ	7355352	7605352	Rural sel	7533425	7534096	ACLI19_g30746
Chr04_Occ	7355352	7605352	Rural sel	7536906	7539769	ACLI19_g30747
Chr04_Occ	7355352	7605352	Rural sel	7544483	7545225	ACLI19_g30748
Chr04_Occ	7355352	7605352	Rural sel	7566734	7568477	ACLI19_g30750
Chr04_Occ	7355352	7605352	Rural sel	7576495	7579594	ACLI19_g30751
Chr04_Occ	7355352	7605352	Rural sel	7586966	7594659	ACLI19_g30752
Chr04_Occ	7355352	7605352	Rural sel	7370241	7376022	ACLI19_g30730
Chr04_Occ	7355352	7605352	Rural sel	7437437	7440707	ACLI19_g30736
Chr04_Occ	7355352	7605352	Rural sel	7452059	7456926	ACLI19_g30737
Chr04_Occ	7355352	7605352	Rural sel	7551931	7558473	ACLI19_g30749
Chr04_Occ	7355352	7605352	Rural sel	7597476	7602836	ACLI19_g30753
Chr05_Pall	58152905	58202905	Rural sel	58153253	58156741	ACLI19_g49711
Chr05_Pall	58152905	58202905	Rural sel	58167260	58169494	ACLI19_g49713
Chr05_Pall	58152905	58202905	Rural sel	58172446	58175337	ACLI19_g49714
Chr05_Pall	58152905	58202905	Rural sel	58181480	58185392	ACLI19_g49716
Chr05_Pall	58152905	58202905	Rural sel	58199286	58206142	ACLI19_g49718
Chr05_Pall	58152905	58202905	Rural sel	58162081	58164249	ACLI19_g49712
Chr05_Pall	58152905	58202905	Rural sel	58177428	58179690	ACLI19_g49715
Chr05_Pall	58152905	58202905	Rural sel	58187907	58196005	ACLI19_g49717
Chr05_Pall	58252905	58352905	Rural sel	58249275	58253308	ACLI19_g49724
Chr05_Pall	58252905	58352905	Rural sel	58254264	58255217	ACLI19_g49725
Chr05_Pall	58252905	58352905	Rural sel	58269758	58269970	ACLI19_g49727
Chr05_Pall	58252905	58352905	Rural sel	58281037	58282590	ACLI19_g49729
Chr05_Pall	58252905	58352905	Rural sel	58283675	58288159	ACLI19_g49730
Chr05_Pall	58252905	58352905	Rural sel	58298430	58299143	ACLI19_g49731
Chr05_Pall	58252905	58352905	Rural sel	58303591	58304916	ACLI19_g49732
Chr05_Pall	58252905	58352905	Rural sel	58306231	58310466	ACLI19_g49733
Chr05_Pall	58252905	58352905	Rural sel	58312526	58318824	ACLI19_g49734
Chr05_Pall	58252905	58352905	Rural sel	58256550	58263060	ACLI19_g49726
Chr05_Pall	58252905	58352905	Rural sel	58272659	58277953	ACLI19_g49728
Chr05_Pall	58252905	58352905	Rural sel	58335756	58350028	ACLI19_g49736
Chr05_Pall	58252905	58352905	Rural sel	58326704	58331162	ACLI19_g49735
Chr07_Occ	49767332	49867332	Rural sel	49764260	49769928	ACLI19_g62372
Chr07_Occ	49767332	49867332	Rural sel	49781505	49788305	ACLI19_g62374
Chr07_Occ	49767332	49867332	Rural sel	49793612	49797115	ACLI19_g62376
Chr07_Occ	49767332	49867332	Rural sel	49800025	49801105	ACLI19_g62377
Chr07_Occ	49767332	49867332	Rural sel	49802421	49805017	ACLI19_g62378
Chr07_Occ	49767332	49867332	Rural sel	49809035	49812535	ACLI19_g62379
Chr07_Occ	49767332	49867332	Rural sel	49813665	49815607	ACLI19_g62380
Chr07_Occ	49767332	49867332	Rural sel	49830894	49831681	ACLI19_g62382
Chr07_Occ	49767332	49867332	Rural sel	49834489	49836906	ACLI19_g62383
Chr07_Occ	49767332	49867332	Rural sel	49846269	49851919	ACLI19_g62385
Chr07_Occ	49767332	49867332	Rural sel	49861804	49864211	ACLI19_g62386
Chr07_Occ	49767332	49867332	Rural sel	49772112	49775983	ACLI19_g62373
Chr07_Occ	49767332	49867332	Rural sel	49789917	49791067	ACLI19_g62375
Chr07_Occ	49767332	49867332	Rural sel	49821913	49824738	ACLI19_g62381
Chr07_Occ	49767332	49867332	Rural sel	49839773	49842001	ACLI19_g62384
Chr08_Pall	16572347	16722347	Rural sel	16584549	16584899	ACLI19_g75067
Chr08_Pall	16572347	16722347	Rural sel	16598938	16600803	ACLI19_g75068
Chr08_Pall	16572347	16722347	Rural sel	16606034	16607077	ACLI19_g75069
Chr08_Pall	16572347	16722347	Rural sel	16622438	16622779	ACLI19_g75071
Chr08_Pall	16572347	16722347	Rural sel	16642582	16643076	ACLI19_g75072
Chr08_Pall	16572347	16722347	Rural sel	16651042	16654907	ACLI19_g75073
Chr08_Pall	16572347	16722347	Rural sel	16667063	16671294	ACLI19_g75075
Chr08_Pall	16572347	16722347	Rural sel	16679135	16679443	ACLI19_g75076
Chr08_Pall	16572347	16722347	Rural sel	16688248	16691907	ACLI19_g75077
Chr08_Pall	16572347	16722347	Rural sel	16699466	16702804	ACLI19_g75078
Chr08_Pall	16572347	16722347	Rural sel	16580287	16581559	ACLI19_g75066
Chr08_Pall	16572347	16722347	Rural sel	16610574	16617649	ACLI19_g75070
Chr08_Pall	16572347	16722347	Rural sel	16660662	16663386	ACLI19_g75074
Chr08_Pall	56722347	56772347	Rural sel	56729885	56733316	ACLI19_g78020
Chr08_Pall	56722347	56772347	Rural sel	56758728	56761877	ACLI19_g78022
Chr08_Pall	56722347	56772347	Rural sel	56763097	56764460	ACLI19_g78023
Chr08_Pall	56722347	56772347	Rural sel	56768676	56770786	ACLI19_g78024
Chr08_Pall	56722347	56772347	Rural sel	56752110	56756503	ACLI19_g78021
Chr04_Occ	51005352	51105352	Urban sel	51025155	51025709	ACLI19_g33611
Chr04_Occ	51005352	51105352	Urban sel	51025731	51031223	ACLI19_g33612
Chr04_Occ	51005352	51105352	Urban sel	51069921	51072229	ACLI19_g33613
Chr04_Occ	51005352	51105352	Urban sel	51076525	51076887	ACLI19_g33614
Chr04_Occ	51005352	51105352	Urban sel	51080089	51082105	ACLI19_g33615
Chr04_Occ	51005352	51105352	Urban sel	51086104	51087190	ACLI19_g33616
Chr04_Occ	51005352	51105352	Urban sel	51089965	51092731	ACLI19_g33617
